epoch;bytes
993;246094
994;246179
995;246285
996;246368
997;246340
998;246342
999;246214
1000;246356
1001;246356
1002;246336
1003;246309
1004;246415
1005;246444
1006;246478
1007;246512
1008;246494
1009;246478
1010;246468
1011;246536
1012;246467
1013;246367
1014;246336
1015;246406
1016;246456
1017;246459
1018;246503
1019;246511
1020;246539
1021;246554
1022;246524
1023;246399
1024;246403
1025;246383
1026;246439
1027;246427
1028;246454
1029;246505
1030;246499
1031;246497
1032;246551
1033;246479
1034;246514
1035;246333
1036;246436
1037;246431
1038;246360
1039;246310
1040;246269
1041;246262
1042;246314
1043;246342
1044;246296
1045;246358
1046;246365
1047;246302
1048;246324
1049;246412
1050;246535
1051;246544
1052;246473
1053;246423
1054;246285
1055;246187
1056;246214
1057;246196
1058;246172
1059;246128
1060;246125
1061;246142
1062;246170
1063;246226
1064;246143
1065;246241
1066;246319
1067;246331
1068;246358
1069;246258
1070;246289
1071;246463
1072;246388
1073;246496
1074;246508
1075;246510
1076;246440
1077;246468
1078;246409
1079;246372
1080;246464
1081;246495
1082;246642
1083;246677
1084;246618
1085;246635
1086;246715
1087;246808
1088;246784
1089;246842
1090;246867
1091;246939
1092;246843
1093;246974
1094;246982
1095;246927
1096;246901
1097;247031
1098;246990
1099;247082
1100;247054
1101;247056
1102;247036
1103;247048
1104;246958
1105;246965
1106;246982
1107;246825
1108;246948
1109;246870
1110;246806
1111;246819
1112;246955
1113;247002
1114;247057
1115;247105
1116;246995
1117;247139
1118;247095
1119;247004
1120;246895
1121;246796
1122;246863
1123;246945
1124;246960
1125;246925
1126;246893
1127;246900
1128;246944
1129;246976
1130;247025
1131;247073
1132;246968
1133;246901
1134;246814
1135;246965
1136;247032
1137;246956
1138;246902
1139;246972
1140;246975
1141;246859
1142;246930
1143;246948
1144;246832
1145;246832
1146;246755
1147;246793
1148;246702
1149;246698
1150;246726
1151;246750
1152;246682
1153;246714
1154;246588
1155;246641
1156;246613
1157;246407
1158;246723
1159;246775
1160;246693
1161;246698
1162;246729
1163;246736
1164;246686
1165;246607
1166;246617
1167;246546
1168;246593
1169;246482
1170;246618
1171;246450
1172;246631
1173;246545
1174;246508
1175;246494
1176;246495
1177;246510
1178;246589
1179;246588
1180;246543
1181;246536
1182;246486
1183;246605
1184;246619
1185;246656
1186;246636
1187;246730
1188;246709
1189;246760
1190;246851
1191;246834
1192;246682
1193;246714
1194;246749
1195;246724
1196;246806
1197;246873
1198;246891
1199;246801
1200;246740
1201;246747
1202;246815
1203;246866
1204;246849
1205;246890
1206;246967
1207;247016
1208;246958
1209;247007
1210;247193
1211;247076
1212;247059
1213;247106
1214;246997
1215;246953
1216;246949
1217;246934
1218;246945
1219;246884
1220;246861
1221;246885
1222;246876
1223;246924
1224;246945
1225;247066
1226;247091
1227;247136
1228;247072
1229;246925
1230;246990
1231;246841
1232;246925
1233;246988
1234;247164
1235;247250
1236;247371
1237;247370
1238;247431
1239;247456
1240;247338
1241;247342
1242;247397
1243;247390
1244;247263
1245;247278
1246;247233
1247;247268
1248;247238
1249;247298
1250;247165
1251;247207
1252;247177
1253;247026
1254;247063
1255;247095
1256;247060
1257;247042
1258;247065
1259;247027
1260;246992
1261;247018
1262;247018
1263;246985
1264;247072
1265;247145
1266;246886
1267;246948
1268;246920
1269;246863
1270;246863
1271;246800
1272;246883
1273;246927
1274;246729
1275;246694
1276;246647
1277;246589
1278;246645
1279;246699
1280;246731
1281;246799
1282;246760
1283;246692
1284;246794
1285;246880
1286;246862
1287;247015
1288;247015
1289;246937
1290;246827
1291;246887
1292;246929
1293;246901
1294;246978
1295;246982
1296;246989
1297;246817
1298;246915
1299;246856
1300;246841
1301;246971
1302;246979
1303;247013
1304;246922
1305;246931
1306;246923
1307;246946
1308;247002
1309;247100
1310;247180
1311;246985
1312;247067
1313;246857
1314;246945
1315;246976
1316;246809
1317;246759
1318;246818
1319;246782
1320;246672
1321;246603
1322;246594
1323;246603
1324;246695
1325;246746
1326;246720
1327;246726
1328;246690
1329;246670
1330;246760
1331;246793
1332;246885
1333;246868
1334;246924
1335;246947
1336;246963
1337;247034
1338;246939
1339;246917
1340;246940
1341;246963
1342;247028
1343;246939
1344;246988
1345;246922
1346;246817
1347;246627
1348;246828
1349;246802
1350;246807
1351;246737
1352;246791
1353;246703
1354;246746
1355;246728
1356;246771
1357;246851
1358;246707
1359;246754
1360;246761
1361;246683
1362;246729
1363;246801
1364;246718
1365;246805
1366;246814
1367;246845
1368;246820
1369;246802
1370;246775
1371;246828
1372;246869
1373;246942
1374;246907
1375;246967
1376;246937
1377;247053
1378;247125
1379;246889
1380;246924
1381;246798
1382;246812
1383;247035
1384;246950
1385;246906
1386;246910
1387;246823
1388;246789
1389;246919
1390;247005
1391;246955
1392;246879
1393;246891
1394;246901
1395;246903
1396;246802
1397;246791
1398;246829
1399;246862
1400;246944
1401;247049
1402;246995
1403;247029
1404;247060
1405;246984
1406;246820
1407;246916
1408;246934
1409;246881
1410;246965
1411;246987
1412;247023
1413;246999
1414;246925
1415;246945
1416;247157
1417;247168
1418;247243
1419;247164
1420;247207
1421;247160
1422;247249
1423;247272
1424;247241
1425;247271
1426;247263
1427;247306
1428;247188
1429;247062
1430;247265
1431;247326
1432;247211
1433;247175
1434;247174
1435;247121
1436;247153
1437;247178
1438;247156
1439;247102
1440;247070
1441;247010
1442;247150
1443;247174
1444;247236
1445;247220
1446;247131
1447;247021
1448;247075
1449;247124
1450;247080
1451;246944
1452;247009
1453;247043
1454;246978
1455;246920
1456;246933
1457;246814
1458;246847
1459;246885
1460;246612
1461;246701
1462;246711
1463;246826
1464;246834
1465;246819
1466;246854
1467;246803
1468;246802
1469;246835
1470;246718
1471;246812
1472;246884
1473;246792
1474;246823
1475;246850
1476;246797
1477;246913
1478;246984
1479;246894
1480;246836
1481;246935
1482;246931
1483;246991
1484;246988
1485;246972
1486;246972
1487;246898
1488;246968
1489;246913
1490;246908
1491;246905
1492;246929
1493;246891
1494;246886
1495;247066
1496;247089
1497;247059
1498;247034
1499;247097
1500;247117
1501;247092
1502;247176
1503;247193
1504;247291
1505;247230
1506;247248
1507;247295
1508;247344
1509;247500
1510;247639
1511;247670
1512;247607
1513;247569
1514;247482
1515;247354
1516;247251
1517;247445
1518;247505
1519;247318
1520;247284
1521;247301
1522;247296
1523;247386
1524;247433
1525;247411
1526;247360
1527;247397
1528;247286
1529;247408
1530;247390
1531;247416
1532;247588
1533;247432
1534;247285
1535;247349
1536;247420
1537;247412
1538;247432
1539;247415
1540;247415
1541;247385
1542;247396
1543;247326
1544;247403
1545;247437
1546;247385
1547;247450
1548;247608
1549;247553
1550;247465
1551;247432
1552;247386
1553;247457
1554;247532
1555;247429
1556;247453
1557;247381
1558;247379
1559;247557
1560;247520
1561;247384
1562;247379
1563;247477
1564;247456
1565;247482
1566;247501
1567;247459
1568;247509
1569;247571
1570;247591
1571;247676
1572;247618
1573;247712
1574;247650
1575;247667
1576;247741
1577;247705
1578;247715
1579;247705
1580;247765
1581;247772
1582;247706
1583;247784
1584;247785
1585;247641
1586;247703
1587;247724
1588;247664
1589;247670
1590;247501
1591;247521
1592;247668
1593;247568
1594;247613
1595;247661
1596;247705
1597;247587
1598;247635
1599;247703
1600;247706
1601;247748
1602;247715
1603;247629
1604;247668
1605;247683
1606;247758
1607;247654
1608;247691
1609;247617
1610;247762
1611;247594
1612;247612
1613;247636
1614;247665
1615;247642
1616;247785
1617;247646
1618;247615
1619;247750
1620;247689
1621;247751
1622;247707
1623;247717
1624;247681
1625;247639
1626;247637
1627;247604
1628;247655
1629;247624
1630;247409
1631;247372
1632;247388
1633;247410
1634;247327
1635;247283
1636;247282
1637;247305
1638;247346
1639;247394
1640;247264
1641;247332
1642;247378
1643;247406
1644;247516
1645;247408
1646;247444
1647;247380
1648;247317
1649;247355
1650;247178
1651;247103
1652;247141
1653;247004
1654;246958
1655;246972
1656;246986
1657;247116
1658;247089
1659;247155
1660;247184
1661;247281
1662;247306
1663;247121
1664;247103
1665;247127
1666;247075
1667;247195
1668;247254
1669;247254
1670;247281
1671;247211
1672;247329
1673;247275
1674;247351
1675;247278
1676;247308
1677;247238
1678;247294
1679;247174
1680;247258
1681;247181
1682;247153
1683;247178
1684;246942
1685;246962
1686;246957
1687;246892
1688;246798
1689;246825
1690;246953
1691;246837
1692;246884
1693;246925
1694;246801
1695;246737
1696;246820
1697;246743
1698;246701
1699;246676
1700;246704
1701;246704
1702;246629
1703;246753
1704;246916
1705;246912
1706;246932
1707;246916
1708;246935
1709;246852
1710;246810
1711;246803
1712;246884
1713;246870
1714;246671
1715;246616
1716;246612
1717;246691
1718;246689
1719;246866
1720;246834
1721;246783
1722;246876
1723;246966
1724;246799
1725;246734
1726;246687
1727;246669
1728;246718
1729;246621
1730;246547
1731;246456
1732;246631
1733;246739
1734;246855
1735;246887
1736;246969
1737;246821
1738;246750
1739;246614
1740;246617
1741;246615
1742;246560
1743;246594
1744;246612
1745;246646
1746;246703
1747;246701
1748;246639
1749;246640
1750;246683
1751;246765
1752;246758
1753;246712
1754;246793
1755;246796
1756;246807
1757;246865
1758;246791
1759;246928
1760;246840
1761;246869
1762;247033
1763;246815
1764;246960
1765;246950
1766;247021
1767;246986
1768;246861
1769;246956
1770;246939
1771;246936
1772;246985
1773;246986
1774;247000
1775;246928
1776;246869
1777;247029
1778;247005
1779;247028
1780;247014
1781;247065
1782;247030
1783;247023
1784;247147
1785;247071
1786;247124
1787;247044
1788;247081
1789;247269
1790;247324
1791;247368
1792;247345
1793;247355
1794;247383
1795;247454
1796;247315
1797;247416
1798;247494
1799;247474
1800;247502
1801;247360
1802;247223
1803;247318
1804;247342
1805;247403
1806;247440
1807;247400
1808;247398
1809;247371
1810;247423
1811;247498
1812;247483
1813;247421
1814;247490
1815;247570
1816;247531
1817;247645
1818;247599
1819;247529
1820;247602
1821;247594
1822;247653
1823;247680
1824;247603
1825;247640
1826;247661
1827;247753
1828;247755
1829;247692
1830;247658
1831;247723
1832;247780
1833;247679
1834;247745
1835;247804
1836;247673
1837;247583
1838;247760
1839;247634
1840;247652
1841;247853
1842;247910
1843;247742
1844;247801
1845;247738
1846;247788
1847;247782
1848;247762
1849;247692
1850;247793
1851;247756
1852;247881
1853;248030
1854;248064
1855;248115
1856;248045
1857;248118
1858;248120
1859;248109
1860;248110
1861;248147
1862;248123
1863;248152
1864;248160
1865;248061
1866;248137
1867;248109
1868;248005
1869;248161
1870;248076
1871;248015
1872;248094
1873;248195
1874;248244
1875;248221
1876;248103
1877;248101
1878;248030
1879;248084
1880;247987
1881;247932
1882;248005
1883;248131
1884;248152
1885;248163
1886;248109
1887;248078
1888;248083
1889;248122
1890;248156
1891;248157
1892;248254
1893;248339
1894;248320
1895;248352
1896;248404
1897;248280
1898;248260
1899;248338
1900;248359
1901;248413
1902;248311
1903;248250
1904;248319
1905;248367
1906;248406
1907;248377
1908;248313
1909;248238
1910;248320
1911;248217
1912;248232
1913;248228
1914;248180
1915;248237
1916;248286
1917;248346
1918;248147
1919;248198
1920;248250
1921;248318
1922;248338
1923;248264
1924;248228
1925;248216
1926;248176
1927;248257
1928;248332
1929;248255
1930;248276
1931;248374
1932;248354
1933;248442
1934;248465
1935;248541
1936;248496
1937;248423
1938;248547
1939;248567
1940;248684
1941;248610
1942;248608
1943;248528
1944;248496
1945;248460
1946;248379
1947;248507
1948;248610
1949;248678
1950;248732
1951;248606
1952;248617
1953;248695
1954;248633
1955;248672
1956;248746
1957;248774
1958;248888
1959;248771
1960;248837
1961;248947
1962;248957
1963;249007
1964;248828
1965;248995
1966;249077
1967;248999
1968;249006
1969;249086
1970;248950
1971;248944
1972;248945
1973;249069
1974;249193
1975;249119
1976;249019
1977;248916
1978;248958
1979;249094
1980;249058
1981;248976
1982;248954
1983;248965
1984;248863
1985;248933
1986;248855
1987;248994
1988;249054
1989;248997
1990;248872
1991;248842
1992;249071
1993;249160
1994;249226
1995;249114
1996;249155
1997;249163
1998;249147
1999;249061
2000;249183
2001;249120
2002;249132
2003;249178
2004;249071
2005;249276
2006;249259
2007;249300
2008;249376
2009;249440
2010;249558
2011;249466
2012;249456
2013;249487
2014;249456
2015;249441
2016;249467
2017;249428
2018;249451
2019;249465
2020;249490
2021;249344
2022;249491
2023;249300
2024;249358
2025;249458
2026;249336
2027;249374
2028;249442
2029;249392
2030;249494
2031;249394
2032;249370
2033;249298
2034;249325
2035;249412
2036;249439
2037;249372
2038;249459
2039;249486
2040;249496
2041;249627
2042;249619
2043;249495
2044;249511
2045;249376
2046;249305
2047;249241
2048;249094
2049;249221
2050;249163
2051;249235
2052;249248
2053;249221
2054;249096
2055;248967
2056;249017
2057;249045
2058;249148
2059;249000
2060;249013
2061;248938
2062;248937
2063;249037
2064;249066
2065;249102
2066;249005
2067;248987
2068;248954
2069;248862
2070;248972
2071;248995
2072;249037
2073;249041
2074;248958
2075;248953
2076;248915
2077;248866
2078;248760
2079;248838
2080;249001
2081;249101
2082;249047
2083;249083
2084;248927
2085;249084
2086;249098
2087;249113
2088;249109
2089;249164
2090;249219
2091;249243
2092;249236
2093;249087
2094;249161
2095;249169
2096;249302
2097;249197
2098;249120
2099;249176
2100;249215
2101;249085
2102;249127
2103;249176
2104;249365
2105;249428
2106;249448
2107;249480
2108;249469
2109;249477
2110;249336
2111;249412
2112;249471
2113;249429
2114;249519
2115;249457
2116;249349
2117;249265
2118;249347
2119;249348
2120;249376
2121;249486
2122;249499
2123;249501
2124;249330
2125;249411
2126;249424
2127;249304
2128;249232
2129;249269
2130;249265
2131;249210
2132;249336
2133;249310
2134;249257
2135;249296
2136;249178
2137;249193
2138;249201
2139;249232
2140;249121
2141;249245
2142;249334
2143;249209
2144;249390
2145;249370
2146;249297
2147;249366
2148;249371
2149;249327
2150;249371
2151;249493
2152;249589
2153;249694
2154;249576
2155;249640
2156;249715
2157;249768
2158;249755
2159;249643
2160;249830
2161;249796
2162;249819
2163;249658
2164;249709
2165;249645
2166;249705
2167;249694
2168;249705
2169;249565
2170;249618
2171;249370
2172;249327
2173;249436
2174;249432
2175;249464
2176;249402
2177;249426
2178;249421
2179;249429
2180;249508
2181;249582
2182;249623
2183;249564
2184;249466
2185;249453
2186;249480
2187;249547
2188;249528
2189;249406
2190;249415
2191;249402
2192;249405
2193;249434
2194;249228
2195;249310
2196;249434
2197;249323
2198;249327
2199;249370
2200;249386
2201;249428
2202;249378
2203;249318
2204;249297
2205;249209
2206;249214
2207;249237
2208;249154
2209;249168
2210;249187
2211;249236
2212;249272
2213;249243
2214;249246
2215;249192
2216;249218
2217;249340
2218;249263
2219;249155
2220;249123
2221;249179
2222;249222
2223;249204
2224;249118
2225;249115
2226;249094
2227;249107
2228;249074
2229;249047
2230;248992
2231;249122
2232;249111
2233;249259
2234;249176
2235;249248
2236;249165
2237;249293
2238;249402
2239;249475
2240;249478
2241;249423
2242;249406
2243;249379
2244;249368
2245;249389
2246;249393
2247;249378
2248;249338
2249;249476
2250;249508
2251;249492
2252;249546
2253;249706
2254;249655
2255;249629
2256;249550
2257;249516
2258;249486
2259;249552
2260;249517
2261;249410
2262;249488
2263;249547
2264;249505
2265;249488
2266;249513
2267;249552
2268;249528
2269;249531
2270;249552
2271;249583
2272;249651
2273;249724
2274;249745
2275;249687
2276;249676
2277;249720
2278;249652
2279;249635
2280;249775
2281;249838
2282;249692
2283;249729
2284;249734
2285;249772
2286;249874
2287;249837
2288;249812
2289;249892
2290;249905
2291;249936
2292;249996
2293;249964
2294;249824
2295;249790
2296;249752
2297;249770
2298;249873
2299;249937
2300;250112
2301;250082
2302;249996
2303;249953
2304;249886
2305;249806
2306;249886
2307;249998
2308;249980
2309;250053
2310;250051
2311;250009
2312;249954
2313;249934
2314;249932
2315;249936
2316;250037
2317;250120
2318;250143
2319;250022
2320;250222
2321;250223
2322;250302
2323;250336
2324;250344
2325;250270
2326;250280
2327;250313
2328;250457
2329;250428
2330;250339
2331;250466
2332;250495
2333;250478
2334;250490
2335;250454
2336;250360
2337;250366
2338;250291
2339;250145
2340;250159
2341;250203
2342;250178
2343;250348
2344;250297
2345;250285
2346;250279
2347;250299
2348;250357
2349;250338
2350;250386
2351;250393
2352;250450
2353;250544
2354;250525
2355;250502
2356;250549
2357;250572
2358;250621
2359;250666
2360;250707
2361;250760
2362;250785
2363;250719
2364;250762
2365;250762
2366;250784
2367;250770
2368;250907
2369;250756
2370;250776
2371;250818
2372;250693
2373;250707
2374;250691
2375;250701
2376;250718
2377;250803
2378;250820
2379;250837
2380;250835
2381;250886
2382;250849
2383;250929
2384;250899
2385;250892
2386;250899
2387;250921
2388;250975
2389;251006
2390;250981
2391;250988
2392;250942
2393;251000
2394;250904
2395;250942
2396;251007
2397;250959
2398;250949
2399;250995
2400;250917
2401;250828
2402;250843
2403;250826
2404;250850
2405;250900
2406;250901
2407;250901
2408;250910
2409;251011
2410;250984
2411;250959
2412;250839
2413;250885
2414;250915
2415;250947
2416;250826
2417;250739
2418;250670
2419;250732
2420;250773
2421;250813
2422;250762
2423;250682
2424;250671
2425;250690
2426;250626
2427;250621
2428;250713
2429;250719
2430;250567
2431;250565
2432;250664
2433;250722
2434;250841
2435;250818
2436;250758
2437;250827
2438;250869
2439;250902
2440;250993
2441;251020
2442;250968
2443;250952
2444;250939
2445;250907
2446;250766
2447;250787
2448;250766
2449;250678
2450;250664
2451;250706
2452;250653
2453;250655
2454;250613
2455;250579
2456;250672
2457;250693
2458;250580
2459;250464
2460;250438
2461;250410
2462;250459
2463;250484
2464;250480
2465;250487
2466;250482
2467;250527
2468;250423
2469;250481
2470;250510
2471;250492
2472;250481
2473;250471
2474;250466
2475;250578
2476;250540
2477;250533
2478;250504
2479;250465
2480;250546
2481;250526
2482;250485
2483;250438
2484;250406
2485;250450
2486;250409
2487;250366
2488;250438
2489;250281
2490;250351
2491;250343
2492;250238
2493;250258
2494;250211
2495;250190
2496;250236
2497;250312
